event,kind,leaveout,time
chattanooga,actual,0.529056405696631,0
chattanooga,random,0.5002564404435621,0
chattanooga,actual,0.5306680800960525,1
chattanooga,random,0.5008951929397188,1
chattanooga,actual,0.5206940178282523,2
chattanooga,random,0.5030463442515908,2
chattanooga,actual,0.5165957233336012,3
chattanooga,random,0.4892913686602764,3
chattanooga,actual,0.533811654864438,4
chattanooga,random,0.4934441133189244,4
chattanooga,actual,0.5270607249297938,5
chattanooga,random,0.4960426338966175,5
chattanooga,actual,0.5244407403399799,6
chattanooga,random,0.5052253147306491,6
chattanooga,actual,0.5683200989724924,7
chattanooga,random,0.48786488335432654,7
chattanooga,actual,0.5532599800091802,8
chattanooga,random,0.4989589417055606,8
chattanooga,actual,0.562423884560038,9
chattanooga,random,0.49055445002276643,9
roseburg,actual,0.5215175013908611,0
roseburg,random,0.49994043153986334,0
roseburg,actual,0.5201598533515405,1
roseburg,random,0.49966814601112086,1
roseburg,actual,0.5282292748511254,2
roseburg,random,0.5042736352099308,2
roseburg,actual,0.4874579709808804,3
roseburg,random,0.5053570179046657,3
roseburg,actual,0.5493282348725597,4
roseburg,random,0.5061500292559762,4
roseburg,actual,0.5387676275195497,5
roseburg,random,0.5045212732016271,5
roseburg,actual,0.5513266787144816,6
roseburg,random,0.4869712954006663,6
roseburg,actual,0.5439425674337016,7
roseburg,random,0.5062112447866128,7
roseburg,actual,0.545353963459455,8
roseburg,random,0.4937860666291158,8
roseburg,actual,0.5,9
roseburg,random,0.5,9
colorado_springs,actual,0.538074102946094,0
colorado_springs,random,0.5002411407770578,0
colorado_springs,actual,0.5320314293327364,1
colorado_springs,random,0.49894855696879736,1
colorado_springs,actual,0.5401180392127475,2
colorado_springs,random,0.49585547364239596,2
colorado_springs,actual,0.5359120586821101,3
colorado_springs,random,0.5009415696657097,3
colorado_springs,actual,0.5338900539003155,4
colorado_springs,random,0.5005768599445795,4
colorado_springs,actual,0.535773067886387,5
colorado_springs,random,0.5004405310816639,5
colorado_springs,actual,0.5386946078303636,6
colorado_springs,random,0.4960482198749663,6
colorado_springs,actual,0.522706776425615,7
colorado_springs,random,0.5011606604282866,7
colorado_springs,actual,0.5469722458515359,8
colorado_springs,random,0.5066793246533794,8
colorado_springs,actual,0.5389936641352437,9
colorado_springs,random,0.4937111707604198,9
san_bernardino,actual,0.5253509959422316,0
san_bernardino,random,0.499736395466289,0
san_bernardino,actual,0.5290717708254499,1
san_bernardino,random,0.49922669646794404,1
san_bernardino,actual,0.5320806031307203,2
san_bernardino,random,0.5009448059229133,2
san_bernardino,actual,0.5357543454287239,3
san_bernardino,random,0.49800780382354115,3
san_bernardino,actual,0.5282403608346498,4
san_bernardino,random,0.5004306483266989,4
san_bernardino,actual,0.5374983612780254,5
san_bernardino,random,0.5044359242377878,5
san_bernardino,actual,0.5234502484529158,6
san_bernardino,random,0.49426424410573405,6
san_bernardino,actual,0.5217441785019806,7
san_bernardino,random,0.49169664374966005,7
san_bernardino,actual,0.5313078900425545,8
san_bernardino,random,0.4910291094032642,8
san_bernardino,actual,0.5418771732900146,9
san_bernardino,random,0.5092386866966943,9
kalamazoo,actual,0.5185887319472311,0
kalamazoo,random,0.5010215835715839,0
kalamazoo,actual,0.5214982102467307,1
kalamazoo,random,0.5003520094558753,1
kalamazoo,actual,0.5232784466259044,2
kalamazoo,random,0.49914858237335036,2
kalamazoo,actual,0.4851062970222084,3
kalamazoo,random,0.4798825558033091,3
kalamazoo,actual,0.5,4
kalamazoo,random,0.5,4
kalamazoo,actual,0.5,5
kalamazoo,random,0.5,5
kalamazoo,actual,0.5,6
kalamazoo,random,0.5,6
kalamazoo,actual,0.5,7
kalamazoo,random,0.5,7
kalamazoo,actual,0.5,8
kalamazoo,random,0.5,8
kalamazoo,actual,0.5,9
kalamazoo,random,0.5,9
orlando,actual,0.5429092388129402,0
orlando,random,0.5000622092320715,0
orlando,actual,0.5468466810049186,1
orlando,random,0.5001543538518267,1
orlando,actual,0.5515545696268681,2
orlando,random,0.500110330255754,2
orlando,actual,0.5627388043155861,3
orlando,random,0.500192521956508,3
orlando,actual,0.5673351404307303,4
orlando,random,0.49960223827094685,4
orlando,actual,0.5715701590719771,5
orlando,random,0.500525718032699,5
orlando,actual,0.5639584784626993,6
orlando,random,0.5003591276054065,6
orlando,actual,0.5767592207761876,7
orlando,random,0.5020100110973715,7
orlando,actual,0.5987542115087332,8
orlando,random,0.5004622765433261,8
orlando,actual,0.5907225032728765,9
orlando,random,0.49962638676154164,9
dallas,actual,0.5240633961867498,0
dallas,random,0.4998372046750539,0
dallas,actual,0.528166262502497,1
dallas,random,0.5002076332700236,1
dallas,actual,0.5333498845354443,2
dallas,random,0.5001648407312957,2
dallas,actual,0.5343962856803324,3
dallas,random,0.500541338758852,3
dallas,actual,0.5322299340712229,4
dallas,random,0.49958797132375554,4
dallas,actual,0.5354557138344653,5
dallas,random,0.5026146482002669,5
dallas,actual,0.5298807726470127,6
dallas,random,0.49235970884563174,6
dallas,actual,0.5172494586125189,7
dallas,random,0.5012004032528063,7
dallas,actual,0.5155519690386753,8
dallas,random,0.5018310990531142,8
dallas,actual,0.5334956795125889,9
dallas,random,0.4969899670660298,9
baton_rouge,actual,0.5229793690332498,0
baton_rouge,random,0.5000048713115677,0
baton_rouge,actual,0.5237456769514308,1
baton_rouge,random,0.4997389256008884,1
baton_rouge,actual,0.5426573559653308,2
baton_rouge,random,0.4858431531036752,2
baton_rouge,actual,0.5213781142187726,3
baton_rouge,random,0.4949155348733547,3
baton_rouge,actual,0.541979463371929,4
baton_rouge,random,0.500782746538831,4
baton_rouge,actual,0.5201982341463277,5
baton_rouge,random,0.47623978740832124,5
baton_rouge,actual,0.4259647781147294,6
baton_rouge,random,0.5339502907188798,6
baton_rouge,actual,0.5,7
baton_rouge,random,0.5,7
baton_rouge,actual,0.5,8
baton_rouge,random,0.5,8
baton_rouge,actual,0.5,9
baton_rouge,random,0.5,9
burlington,actual,0.5161513788845307,0
burlington,random,0.4975706389074974,0
burlington,actual,0.5723293447964819,1
burlington,random,0.4982906792225824,1
burlington,actual,0.5862529496406168,2
burlington,random,0.5061393682069638,2
burlington,actual,0.598041228827524,3
burlington,random,0.5170110384172397,3
burlington,actual,0.5,4
burlington,random,0.5,4
burlington,actual,0.6848929436913676,5
burlington,random,0.49036372814638385,5
burlington,actual,0.5,6
burlington,random,0.5,6
burlington,actual,0.5,7
burlington,random,0.5,7
burlington,actual,0.5,8
burlington,random,0.5,8
burlington,actual,0.5,9
burlington,random,0.5,9
fort_lauderdale,actual,0.5094068845066269,0
fort_lauderdale,random,0.5002648472286315,0
fort_lauderdale,actual,0.5,1
fort_lauderdale,random,0.5,1
fort_lauderdale,actual,0.5,2
fort_lauderdale,random,0.5,2
fort_lauderdale,actual,0.5,3
fort_lauderdale,random,0.5,3
fort_lauderdale,actual,0.5,4
fort_lauderdale,random,0.5,4
fort_lauderdale,actual,0.5,5
fort_lauderdale,random,0.5,5
fort_lauderdale,actual,0.5,6
fort_lauderdale,random,0.5,6
fort_lauderdale,actual,0.5,7
fort_lauderdale,random,0.5,7
fort_lauderdale,actual,0.5,8
fort_lauderdale,random,0.5,8
fort_lauderdale,actual,0.5,9
fort_lauderdale,random,0.5,9
fresno,actual,0.5336499070987478,0
fresno,random,0.4992008572401184,0
fresno,actual,0.5477262245377117,1
fresno,random,0.4914417196073863,1
fresno,actual,0.5518918670352937,2
fresno,random,0.5065524468214745,2
fresno,actual,0.5522729982276443,3
fresno,random,0.4946079828194486,3
fresno,actual,0.5,4
fresno,random,0.5,4
fresno,actual,0.5,5
fresno,random,0.5,5
fresno,actual,0.5,6
fresno,random,0.5,6
fresno,actual,0.5,7
fresno,random,0.5,7
fresno,actual,0.5,8
fresno,random,0.5,8
fresno,actual,0.5,9
fresno,random,0.5,9
san_francisco,actual,0.5312715902848413,0
san_francisco,random,0.4989171109759466,0
san_francisco,actual,0.5364191367876351,1
san_francisco,random,0.4967647885363766,1
san_francisco,actual,0.5510823988364302,2
san_francisco,random,0.4993066288525444,2
san_francisco,actual,0.538188286121307,3
san_francisco,random,0.5346142649290662,3
san_francisco,actual,0.5,4
san_francisco,random,0.5,4
san_francisco,actual,0.5,5
san_francisco,random,0.5,5
san_francisco,actual,0.5,6
san_francisco,random,0.5,6
san_francisco,actual,0.5,7
san_francisco,random,0.5,7
san_francisco,actual,0.5,8
san_francisco,random,0.5,8
san_francisco,actual,0.5016908848721059,9
san_francisco,random,0.5374979318832979,9
vegas,actual,0.5322091762772925,0
vegas,random,0.5001107018815807,0
vegas,actual,0.5430285996794023,1
vegas,random,0.4997787363570783,1
vegas,actual,0.543500354321543,2
vegas,random,0.4994930385975499,2
vegas,actual,0.5422017161942903,3
vegas,random,0.49928780854365395,3
vegas,actual,0.5489067312433396,4
vegas,random,0.49930318051722256,4
vegas,actual,0.5595520184294842,5
vegas,random,0.49983674702437697,5
vegas,actual,0.5571985603043195,6
vegas,random,0.5023028188518157,6
vegas,actual,0.5487600447607808,7
vegas,random,0.5011127986535321,7
vegas,actual,0.5590666771636923,8
vegas,random,0.5012334857201973,8
vegas,actual,0.5646485138421284,9
vegas,random,0.5007947309844673,9
thornton,actual,0.5351083542723958,0
thornton,random,0.4998422899135946,0
thornton,actual,0.5260871810468706,1
thornton,random,0.4979579645190521,1
thornton,actual,0.5498449957449565,2
thornton,random,0.46212590277247145,2
thornton,actual,0.527438298493582,3
thornton,random,0.5154864308417738,3
thornton,actual,0.5215423015979809,4
thornton,random,0.4957393138234597,4
thornton,actual,0.5201984514841421,5
thornton,random,0.49763253991586365,5
thornton,actual,0.517625830538037,6
thornton,random,0.4940292078167835,6
thornton,actual,0.5150403161349077,7
thornton,random,0.46680443306627073,7
thornton,actual,0.4959985002065061,8
thornton,random,0.4898481878017683,8
thornton,actual,0.5241720175714172,9
thornton,random,0.4628932431819178,9
sutherland_springs,actual,0.5382014439094877,0
sutherland_springs,random,0.49979782492007785,0
sutherland_springs,actual,0.5338081089991735,1
sutherland_springs,random,0.5001999642210904,1
sutherland_springs,actual,0.5281070219208798,2
sutherland_springs,random,0.5004422821583655,2
sutherland_springs,actual,0.5269930719031222,3
sutherland_springs,random,0.5021787438106815,3
sutherland_springs,actual,0.5341583340974703,4
sutherland_springs,random,0.5019336101982397,4
sutherland_springs,actual,0.5363769333172763,5
sutherland_springs,random,0.506364764046799,5
sutherland_springs,actual,0.5264350783259877,6
sutherland_springs,random,0.49634037061323955,6
sutherland_springs,actual,0.5273772811938544,7
sutherland_springs,random,0.4996882557576946,7
sutherland_springs,actual,0.5457570920206407,8
sutherland_springs,random,0.502042827240649,8
sutherland_springs,actual,0.5629782169109994,9
sutherland_springs,random,0.5015501642967847,9
parkland,actual,0.5355911633182937,0
parkland,random,0.49986818596223287,0
parkland,actual,0.532863076781655,1
parkland,random,0.4994751629690773,1
parkland,actual,0.5460659160044343,2
parkland,random,0.49991226669724315,2
parkland,actual,0.5386535550612273,3
parkland,random,0.500793930610169,3
parkland,actual,0.5372338582099441,4
parkland,random,0.49880565916544406,4
parkland,actual,0.5381290495094428,5
parkland,random,0.5001738866619392,5
parkland,actual,0.5438764248824354,6
parkland,random,0.5001628966004164,6
parkland,actual,0.5326615899328617,7
parkland,random,0.499900966892982,7
parkland,actual,0.5468426231172421,8
parkland,random,0.5001177059233598,8
parkland,actual,0.5525677471110209,9
parkland,random,0.49943506255277115,9
nashville,actual,0.519846426616354,0
nashville,random,0.5000748940017149,0
nashville,actual,0.5197180402165587,1
nashville,random,0.4992046983849132,1
nashville,actual,0.521443623535611,2
nashville,random,0.4999821578691051,2
nashville,actual,0.5307782306712747,3
nashville,random,0.49878059480004133,3
nashville,actual,0.5164257482500916,4
nashville,random,0.49614567027059375,4
nashville,actual,0.5381914077318399,5
nashville,random,0.49477547958941137,5
nashville,actual,0.5167644324457985,6
nashville,random,0.5028355818294785,6
nashville,actual,0.5171826510598935,7
nashville,random,0.5068431419422972,7
nashville,actual,0.5333570697291183,8
nashville,random,0.49079448106261536,8
nashville,actual,0.510724969535188,9
nashville,random,0.49114146609500847,9
santa_fe,actual,0.5273487877028675,0
santa_fe,random,0.5000159184620839,0
santa_fe,actual,0.5247509729868103,1
santa_fe,random,0.49937822342642374,1
santa_fe,actual,0.5221913299884273,2
santa_fe,random,0.5009635521730508,2
santa_fe,actual,0.515645929978552,3
santa_fe,random,0.5022289945175384,3
santa_fe,actual,0.5232101143929296,4
santa_fe,random,0.5022812317756125,4
santa_fe,actual,0.5268358920210469,5
santa_fe,random,0.5035234315759837,5
santa_fe,actual,0.5326701664867497,6
santa_fe,random,0.511413378810291,6
santa_fe,actual,0.5166228016435153,7
santa_fe,random,0.5047442443266671,7
santa_fe,actual,0.5031695242561394,8
santa_fe,random,0.5020804582420422,8
santa_fe,actual,0.5361643522905033,9
santa_fe,random,0.490492369955692,9
annapolis,actual,0.520858370419252,0
annapolis,random,0.5000637229505704,0
annapolis,actual,0.5297728439955063,1
annapolis,random,0.5005058991613232,1
annapolis,actual,0.5582044308017757,2
annapolis,random,0.49779353743803667,2
annapolis,actual,0.5351911948165702,3
annapolis,random,0.5146322111269566,3
annapolis,actual,0.5321450171552171,4
annapolis,random,0.5077691916626537,4
annapolis,actual,0.5232283624065756,5
annapolis,random,0.5050784104858353,5
annapolis,actual,0.4957195016675986,6
annapolis,random,0.48497315727633966,6
annapolis,actual,0.49288155173630305,7
annapolis,random,0.49982866031921996,7
annapolis,actual,0.5192210059752798,8
annapolis,random,0.4691058644680939,8
annapolis,actual,0.5124718840894908,9
annapolis,random,0.4696477783736923,9
pittsburgh,actual,0.5311457737828518,0
pittsburgh,random,0.4996494290761265,0
pittsburgh,actual,0.5613741196718223,1
pittsburgh,random,0.5001742015679661,1
pittsburgh,actual,0.5848920841783118,2
pittsburgh,random,0.5024392770715951,2
pittsburgh,actual,0.5573112459686231,3
pittsburgh,random,0.49636214993349986,3
pittsburgh,actual,0.5528116592342514,4
pittsburgh,random,0.5020697329597424,4
pittsburgh,actual,0.5532484810992035,5
pittsburgh,random,0.495432499702581,5
pittsburgh,actual,0.5561214615301759,6
pittsburgh,random,0.5104778270059394,6
pittsburgh,actual,0.5446377861346302,7
pittsburgh,random,0.504649933891978,7
pittsburgh,actual,0.5733306152186899,8
pittsburgh,random,0.5115607858571765,8
pittsburgh,actual,0.5738689736921716,9
pittsburgh,random,0.4962601550706489,9
thousand_oaks,actual,0.5248124548035296,0
thousand_oaks,random,0.5033680087710515,0
thousand_oaks,actual,0.5364642079980606,1
thousand_oaks,random,0.4997522273267936,1
thousand_oaks,actual,0.5547442345706087,2
thousand_oaks,random,0.5002500256351476,2
thousand_oaks,actual,0.5719135947083163,3
thousand_oaks,random,0.5014945983511679,3
thousand_oaks,actual,0.5819233963572545,4
thousand_oaks,random,0.4986369502635011,4
thousand_oaks,actual,0.5547678306201462,5
thousand_oaks,random,0.49414229112091423,5
thousand_oaks,actual,0.5917242897212119,6
thousand_oaks,random,0.5206662366730808,6
thousand_oaks,actual,0.553379176029033,7
thousand_oaks,random,0.49906993960649726,7
thousand_oaks,actual,0.5728681116780177,8
thousand_oaks,random,0.4964449391086952,8
thousand_oaks,actual,0.5564162435019009,9
thousand_oaks,random,0.5109474738544815,9
